marker,position,absolute_pos,n_tokens,emotion,task,split,file_id
and,1.0,14,15,3,6way,train,Ses02F_impro06_
but,0.09090909090909091,2,23,3,6way,train,Ses02F_impro06_
i mean,0.22727272727272727,5,23,3,6way,train,Ses02F_impro06_
and,0.8636363636363636,19,23,3,6way,train,Ses02F_impro06_
like,0.4444444444444444,4,10,2,6way,train,Ses02F_impro06_
like,0.9117647058823529,31,35,3,6way,train,Ses02F_impro06_
so,0.9705882352941176,33,35,3,6way,train,Ses02F_impro06_
i mean,0.2647058823529412,9,35,3,6way,train,Ses02F_impro06_
and,0.5294117647058824,18,35,3,6way,train,Ses02F_impro06_
so,0.3076923076923077,4,14,3,6way,train,Ses02F_impro06_
but,0.5384615384615384,7,14,3,6way,train,Ses02F_impro06_
so,0.0,0,4,3,6way,train,Ses02F_impro07_
so,0.6363636363636364,7,12,-1,6way,train,Ses02F_impro07_
well,0.2727272727272727,3,12,-1,6way,train,Ses02F_impro07_
oh,0.0,0,5,4,6way,train,Ses02F_impro07_
oh,0.0,0,3,4,6way,train,Ses02F_impro07_
so,0.2857142857142857,2,8,4,6way,train,Ses02F_impro07_
so,0.5714285714285714,4,8,4,6way,train,Ses02F_impro07_
like,0.46153846153846156,12,27,4,6way,train,Ses02F_impro07_
like,0.8846153846153846,23,27,4,6way,train,Ses02F_impro07_
i mean,0.11538461538461539,3,27,4,6way,train,Ses02F_impro07_
so,0.0,0,1,4,6way,train,Ses02F_impro07_
so,0.29411764705882354,5,18,4,6way,train,Ses02F_impro07_
you know,0.9411764705882353,16,18,4,6way,train,Ses02F_impro07_
and,0.4117647058823529,7,18,4,6way,train,Ses02F_impro07_
so,0.6666666666666666,2,4,4,6way,train,Ses02F_impro07_
like,0.6296296296296297,17,28,4,6way,train,Ses02F_impro07_
like,1.0,27,28,4,6way,train,Ses02F_impro07_
though,0.48148148148148145,13,28,4,6way,train,Ses02F_impro07_
and,0.14814814814814814,4,28,4,6way,train,Ses02F_impro07_
and,0.4074074074074074,11,28,4,6way,train,Ses02F_impro07_
like,0.12,3,26,4,6way,train,Ses02F_impro07_
so,0.56,14,26,4,6way,train,Ses02F_impro07_
so,0.68,17,26,4,6way,train,Ses02F_impro07_
and,0.08,2,26,4,6way,train,Ses02F_impro07_
and,0.48,12,26,4,6way,train,Ses02F_impro07_
like,0.09090909090909091,1,12,4,6way,train,Ses02F_impro07_
like,0.45454545454545453,5,12,4,6way,train,Ses02F_impro07_
like,1.0,11,12,4,6way,train,Ses02F_impro07_
and,0.0,0,12,4,6way,train,Ses02F_impro07_
like,0.6666666666666666,12,19,4,6way,train,Ses02F_impro07_
so,0.16666666666666666,3,19,4,6way,train,Ses02F_impro07_
oh,0.7222222222222222,13,19,4,6way,train,Ses02F_impro07_
and,0.2222222222222222,4,19,4,6way,train,Ses02F_impro07_
and,0.5555555555555556,10,19,4,6way,train,Ses02F_impro07_
like,0.32142857142857145,9,29,4,6way,train,Ses02F_impro07_
like,0.5714285714285714,16,29,4,6way,train,Ses02F_impro07_
like,0.8214285714285714,23,29,4,6way,train,Ses02F_impro07_
so,0.6785714285714286,19,29,4,6way,train,Ses02F_impro07_
you know,0.03571428571428571,1,29,4,6way,train,Ses02F_impro07_
you know,0.14285714285714285,4,29,4,6way,train,Ses02F_impro07_
and,0.0,0,29,4,6way,train,Ses02F_impro07_
like,0.16666666666666666,3,19,4,6way,train,Ses02F_impro07_
like,0.2777777777777778,5,19,4,6way,train,Ses02F_impro07_
like,0.6111111111111112,11,19,4,6way,train,Ses02F_impro07_
so,0.5555555555555556,10,19,4,6way,train,Ses02F_impro07_
you know,0.7777777777777778,14,19,4,6way,train,Ses02F_impro07_
like,0.0,0,6,4,6way,train,Ses02F_impro07_
so,0.6,3,6,4,6way,train,Ses02F_impro07_
so,1.0,5,6,4,6way,train,Ses02F_impro07_
so,0.0,0,14,-1,6way,train,Ses02F_impro07_
but,0.8636363636363636,19,23,4,6way,train,Ses02F_impro07_
i mean,0.045454545454545456,1,23,4,6way,train,Ses02F_impro07_
and,0.36363636363636365,8,23,4,6way,train,Ses02F_impro07_
and,0.7727272727272727,17,23,4,6way,train,Ses02F_impro07_
like,0.0,0,15,4,6way,train,Ses02F_impro07_
like,0.5,7,15,4,6way,train,Ses02F_impro07_
so,0.0,0,1,3,6way,train,Ses02F_impro07_
like,0.1724137931034483,5,30,4,6way,train,Ses02F_impro07_
like,0.5862068965517241,17,30,4,6way,train,Ses02F_impro07_
you know,0.9655172413793104,28,30,4,6way,train,Ses02F_impro07_
and,0.5172413793103449,15,30,4,6way,train,Ses02F_impro07_
oh,0.21428571428571427,3,15,4,6way,train,Ses02F_impro07_
like,0.2702702702702703,10,38,4,6way,train,Ses02F_impro07_
like,0.6756756756756757,25,38,4,6way,train,Ses02F_impro07_
so,0.9459459459459459,35,38,4,6way,train,Ses02F_impro07_
so,0.972972972972973,36,38,4,6way,train,Ses02F_impro07_
i think,0.10810810810810811,4,38,4,6way,train,Ses02F_impro07_
oh,0.8378378378378378,31,38,4,6way,train,Ses02F_impro07_
and,0.21621621621621623,8,38,4,6way,train,Ses02F_impro07_
and,0.4594594594594595,17,38,4,6way,train,Ses02F_impro07_
and,0.5675675675675675,21,38,4,6way,train,Ses02F_impro07_
i mean,0.0,0,10,1,6way,train,Ses02F_impro07_
like,0.5806451612903226,18,32,4,6way,train,Ses02F_impro07_
like,0.967741935483871,30,32,4,6way,train,Ses02F_impro07_
so,0.9032258064516129,28,32,4,6way,train,Ses02F_impro07_
so,0.9354838709677419,29,32,4,6way,train,Ses02F_impro07_
oh,0.03225806451612903,1,32,4,6way,train,Ses02F_impro07_
oh,0.8064516129032258,25,32,4,6way,train,Ses02F_impro07_
and,0.41935483870967744,13,32,4,6way,train,Ses02F_impro07_
and,0.5483870967741935,17,32,4,6way,train,Ses02F_impro07_
like,0.45454545454545453,5,12,4,6way,train,Ses02F_impro07_
like,0.6363636363636364,7,12,4,6way,train,Ses02F_impro07_
you know,0.0,0,12,4,6way,train,Ses02F_impro07_
so,0.0,0,13,-1,6way,train,Ses02F_impro07_
though,0.8333333333333334,10,13,-1,6way,train,Ses02F_impro07_
so,0.5,10,21,4,6way,train,Ses02F_impro07_
so,0.85,17,21,4,6way,train,Ses02F_impro07_
but,0.35,7,21,4,6way,train,Ses02F_impro07_
well,0.0,0,21,4,6way,train,Ses02F_impro07_
though,0.2,4,21,4,6way,train,Ses02F_impro07_
like,0.16,8,51,4,6way,train,Ses02F_impro07_
like,0.5,25,51,4,6way,train,Ses02F_impro07_
like,0.66,33,51,4,6way,train,Ses02F_impro07_
so,0.44,22,51,4,6way,train,Ses02F_impro07_
also,0.02,1,51,4,6way,train,Ses02F_impro07_
you know,0.92,46,51,4,6way,train,Ses02F_impro07_
oh,0.68,34,51,4,6way,train,Ses02F_impro07_
oh,0.8,40,51,4,6way,train,Ses02F_impro07_
and,0.58,29,51,4,6way,train,Ses02F_impro07_
so,0.0,0,6,4,6way,train,Ses02F_impro07_
so,0.4,2,6,4,6way,train,Ses02F_impro07_
i mean,0.0,0,11,4,6way,train,Ses02F_impro07_
and,0.9,9,11,4,6way,train,Ses02F_impro07_
oh,0.0,0,2,4,6way,train,Ses02F_impro07_
like,0.11538461538461539,3,27,4,6way,train,Ses02F_impro07_
like,0.3076923076923077,8,27,4,6way,train,Ses02F_impro07_
like,0.38461538461538464,10,27,4,6way,train,Ses02F_impro07_
like,0.6538461538461539,17,27,4,6way,train,Ses02F_impro07_
so,0.23076923076923078,6,27,4,6way,train,Ses02F_impro07_
you know,0.8461538461538461,22,27,4,6way,train,Ses02F_impro07_
and,0.6153846153846154,16,27,4,6way,train,Ses02F_impro07_
like,0.7,7,11,-1,6way,train,Ses02F_impro07_
like,0.45454545454545453,10,23,4,6way,train,Ses02F_impro07_
like,0.6818181818181818,15,23,4,6way,train,Ses02F_impro07_
you know,0.8181818181818182,18,23,4,6way,train,Ses02F_impro07_
and,0.5909090909090909,13,23,4,6way,train,Ses02F_impro07_
like,1.0,3,4,-1,6way,train,Ses02F_impro07_
you know,0.0,0,4,-1,6way,train,Ses02F_impro07_
like,0.11764705882352941,2,18,4,6way,train,Ses02F_impro07_
oh,0.8235294117647058,14,18,4,6way,train,Ses02F_impro07_
like,1.0,3,4,4,6way,train,Ses02F_impro07_
and,0.0,0,4,4,6way,train,Ses02F_impro07_
well,0.0,0,6,4,6way,train,Ses02F_impro07_
so,0.5,7,15,4,6way,train,Ses02F_impro07_
so,0.9285714285714286,13,15,4,6way,train,Ses02F_impro07_
but,0.0,0,15,4,6way,train,Ses02F_impro07_
oh,0.6666666666666666,2,4,-1,6way,train,Ses02F_impro07_
like,0.45454545454545453,10,23,4,6way,train,Ses02F_impro07_
but,0.4090909090909091,9,23,4,6way,train,Ses02F_impro07_
i mean,0.13636363636363635,3,23,4,6way,train,Ses02F_impro07_
and,0.09090909090909091,2,23,4,6way,train,Ses02F_impro07_
so,0.0,0,2,-1,6way,train,Ses02F_impro07_
but,0.0,0,6,-1,6way,train,Ses02F_impro07_
i mean,0.75,6,9,4,6way,train,Ses02F_impro07_
so,0.5,4,9,4,6way,train,Ses02F_impro07_
well,0.07692307692307693,1,14,-1,6way,train,Ses02F_impro07_
you know,0.46153846153846156,6,14,-1,6way,train,Ses02F_impro07_
and,0.4827586206896552,14,30,5,6way,train,Ses02F_impro08_
so,0.25,3,13,5,6way,train,Ses02F_impro08_
so,1.0,8,9,3,6way,train,Ses02F_impro08_
like,0.3076923076923077,8,27,5,6way,train,Ses02F_impro08_
like,0.7307692307692307,19,27,5,6way,train,Ses02F_impro08_
like,0.9230769230769231,24,27,5,6way,train,Ses02F_impro08_
so,0.8846153846153846,23,27,5,6way,train,Ses02F_impro08_
i mean,0.07692307692307693,2,27,5,6way,train,Ses02F_impro08_
well,0.0,0,27,5,6way,train,Ses02F_impro08_
and,0.46153846153846156,12,27,5,6way,train,Ses02F_impro08_
and,1.0,26,27,5,6way,train,Ses02F_impro08_
maybe,0.5384615384615384,14,27,5,6way,train,Ses02F_impro08_
so,0.4782608695652174,11,24,3,6way,train,Ses02F_impro08_
oh,0.0,0,24,3,6way,train,Ses02F_impro08_
and,0.21739130434782608,5,24,3,6way,train,Ses02F_impro08_
and,0.5652173913043478,13,24,3,6way,train,Ses02F_impro08_
but,0.15384615384615385,4,27,3,6way,train,Ses02F_impro08_
and,0.34615384615384615,9,27,3,6way,train,Ses02F_impro08_
like,0.7,14,21,3,6way,train,Ses02F_impro08_
like,0.95,19,21,3,6way,train,Ses02F_impro08_
so,1.0,16,17,3,6way,train,Ses02F_impro08_
but,0.625,10,17,3,6way,train,Ses02F_impro08_
like,0.21428571428571427,9,43,3,6way,train,Ses02F_impro08_
so,0.5714285714285714,24,43,3,6way,train,Ses02F_impro08_
well,0.14285714285714285,6,43,3,6way,train,Ses02F_impro08_
like,0.20512820512820512,8,40,3,6way,train,Ses02F_impro08_
so,0.5897435897435898,23,40,3,6way,train,Ses02F_impro08_
and,0.32432432432432434,12,38,3,6way,train,Ses02F_impro08_
like,0.9259259259259259,25,28,3,6way,train,Ses02F_impro08_
so,0.0,0,28,3,6way,train,Ses02F_impro08_
well,1.0,27,28,3,6way,train,Ses02F_impro08_
and,0.4074074074074074,11,28,3,6way,train,Ses02F_impro08_
so,1.0,1,2,3,6way,train,Ses02F_impro08_
well,0.0,0,14,3,6way,train,Ses02F_impro08_
and,0.8461538461538461,11,14,3,6way,train,Ses02F_impro08_
so,1.0,12,13,3,6way,train,Ses02F_impro08_
and,0.75,9,13,3,6way,train,Ses02F_impro08_
and,0.9166666666666666,11,13,3,6way,train,Ses02F_impro08_
well,0.0,0,7,3,6way,train,Ses02F_impro08_
like,0.625,5,9,3,6way,train,Ses02F_impro08_
and,0.25,2,9,3,6way,train,Ses02F_impro08_
like,0.6,6,11,3,6way,train,Ses02F_impro08_
oh,0.0,0,11,3,6way,train,Ses02F_impro08_
i guess,0.8571428571428571,6,8,3,6way,train,Ses02F_impro08_
like,0.21621621621621623,8,38,3,6way,train,Ses02F_impro08_
so,0.6486486486486487,24,38,3,6way,train,Ses02F_impro08_
and,0.2972972972972973,11,38,3,6way,train,Ses02F_impro08_
and,0.3783783783783784,14,38,3,6way,train,Ses02F_impro08_
and,0.4594594594594595,17,38,3,6way,train,Ses02F_impro08_
and,0.918918918918919,34,38,3,6way,train,Ses02F_impro08_
maybe,1.0,37,38,3,6way,train,Ses02F_impro08_
like,1.0,9,10,3,6way,train,Ses02F_impro08_
well,0.06666666666666667,1,16,3,6way,train,Ses02F_impro08_
i think,0.2,3,16,3,6way,train,Ses02F_impro08_
well,0.11538461538461539,3,27,3,6way,train,Ses02F_impro08_
and,0.5769230769230769,15,27,3,6way,train,Ses02F_impro08_
so,0.0,0,44,3,6way,train,Ses02F_impro08_
so,0.3953488372093023,17,44,3,6way,train,Ses02F_impro08_
but,0.13953488372093023,6,44,3,6way,train,Ses02F_impro08_
and,0.7441860465116279,32,44,3,6way,train,Ses02F_impro08_
like,0.07692307692307693,1,14,3,6way,train,Ses02F_impro08_
so,0.46153846153846156,6,14,3,6way,train,Ses02F_impro08_
and,0.0,0,14,3,6way,train,Ses02F_impro08_
and,0.5263157894736842,20,39,3,6way,train,Ses02F_impro08_
also,0.23529411764705882,4,18,3,6way,train,Ses02F_impro08_
and,0.0,0,18,3,6way,train,Ses02F_impro08_
so,0.10526315789473684,2,20,-1,6way,train,Ses02F_impro08_
so,0.4117647058823529,7,18,3,6way,train,Ses02F_impro08_
and,0.47058823529411764,8,18,3,6way,train,Ses02F_impro08_
so,0.2222222222222222,2,10,3,6way,train,Ses02F_impro08_
so,0.1875,3,17,3,6way,train,Ses02F_impro08_
and,0.4375,7,17,3,6way,train,Ses02F_impro08_
and,0.5,7,15,-1,6way,train,Ses02F_script01
well,0.0,0,9,3,6way,train,Ses02F_script01
maybe,0.125,1,9,3,6way,train,Ses02F_script01
like,0.2857142857142857,4,15,-1,6way,train,Ses02F_script01
you know,0.25,2,9,3,6way,train,Ses02F_script01
so,0.5,1,3,3,6way,train,Ses02F_script01
well,0.0,0,3,3,6way,train,Ses02F_script01
but,0.9310344827586207,27,30,5,6way,train,Ses02F_script01
well,0.0,0,30,5,6way,train,Ses02F_script01
probably,0.6551724137931034,19,30,5,6way,train,Ses02F_script01
you know,0.3333333333333333,2,7,3,6way,train,Ses02F_script01
i think,0.5925925925925926,16,28,5,6way,train,Ses02F_script01
and,0.7777777777777778,21,28,5,6way,train,Ses02F_script01
but,0.6666666666666666,12,19,-1,6way,train,Ses02F_script01
well,0.0,0,10,5,6way,train,Ses02F_script01
like,0.18518518518518517,5,28,5,6way,train,Ses02F_script01
but,0.0,0,2,5,6way,train,Ses02F_script01
but,1.0,14,15,0,6way,train,Ses02F_script01
but,0.0,0,27,0,6way,train,Ses02F_script01
and,0.6153846153846154,16,27,0,6way,train,Ses02F_script01
so,0.5,2,5,3,6way,train,Ses02F_script01
so,0.2222222222222222,2,10,-1,6way,train,Ses02F_script01
but,0.4444444444444444,4,10,-1,6way,train,Ses02F_script01
well,0.0,0,13,-1,6way,train,Ses02F_script01
oh,0.0,0,1,-1,6way,train,Ses02F_script01
i mean,0.25,3,13,-1,6way,train,Ses02F_script01
well,0.5833333333333334,7,13,-1,6way,train,Ses02F_script01
and,0.4166666666666667,5,13,-1,6way,train,Ses02F_script01
well,0.0,0,9,-1,6way,train,Ses02F_script01
so,0.20689655172413793,6,30,-1,6way,train,Ses02F_script01
so,0.6551724137931034,19,30,-1,6way,train,Ses02F_script01
but,0.6896551724137931,20,30,-1,6way,train,Ses02F_script01
well,0.0,0,1,-1,6way,train,Ses02F_script01
oh,0.0,0,17,-1,6way,train,Ses02F_script01
i guess,0.3125,5,17,-1,6way,train,Ses02F_script01
so,0.5,15,31,-1,6way,train,Ses02F_script01
and,0.1,3,31,-1,6way,train,Ses02F_script01
oh,0.0,0,10,-1,6way,train,Ses02F_script01
and,0.0,0,6,-1,6way,train,Ses02F_script01
and,1.0,5,6,1,6way,train,Ses02F_script01
so,0.4,2,6,-1,6way,train,Ses02F_script01
so,1.0,28,29,-1,6way,train,Ses02F_script01
well,0.0,0,29,-1,6way,train,Ses02F_script01
and,0.4642857142857143,13,29,-1,6way,train,Ses02F_script01
oh,0.0,0,17,-1,6way,train,Ses02F_script01
and,0.6538461538461539,17,27,1,6way,train,Ses02F_script01
so,0.9090909090909091,10,12,-1,6way,train,Ses02F_script01
oh,0.0,0,12,-1,6way,train,Ses02F_script01
like,0.25,1,5,-1,6way,train,Ses02F_script01
like,0.0,0,11,-1,6way,train,Ses02F_script01
like,0.5,5,11,-1,6way,train,Ses02F_script01
so,0.2222222222222222,2,10,-1,6way,train,Ses02F_script01
like,0.6666666666666666,2,4,2,6way,train,Ses02F_script01
so,0.9166666666666666,11,13,2,6way,train,Ses02F_script01
but,0.6,6,11,2,6way,train,Ses02F_script01
so,0.2777777777777778,5,19,2,6way,train,Ses02F_script01
well,0.0,0,4,2,6way,train,Ses02F_script01
oh,0.0,0,2,2,6way,train,Ses02F_script01
so,0.13333333333333333,2,16,2,6way,train,Ses02F_script01
so,0.5714285714285714,24,43,2,6way,train,Ses02F_script01
but,0.8333333333333334,35,43,2,6way,train,Ses02F_script01
and,0.23809523809523808,10,43,2,6way,train,Ses02F_script01
and,0.38095238095238093,16,43,2,6way,train,Ses02F_script01
i mean,0.4090909090909091,9,23,2,6way,train,Ses02F_script01
and,0.7727272727272727,17,23,2,6way,train,Ses02F_script01
so,0.8333333333333334,25,31,2,6way,train,Ses02F_script01
but,0.43333333333333335,13,31,2,6way,train,Ses02F_script01
like,0.42857142857142855,15,36,2,6way,train,Ses02F_script01
so,0.45714285714285713,16,36,2,6way,train,Ses02F_script01
you know,0.0,0,36,2,6way,train,Ses02F_script01
and,0.5714285714285714,20,36,2,6way,train,Ses02F_script01
and,0.8,28,36,2,6way,train,Ses02F_script01
like,0.5675675675675675,21,38,2,6way,train,Ses02F_script01
so,0.5945945945945946,22,38,2,6way,train,Ses02F_script01
and,0.10810810810810811,4,38,2,6way,train,Ses02F_script01
and,0.8918918918918919,33,38,2,6way,train,Ses02F_script01
so,0.1590909090909091,7,45,2,6way,train,Ses02F_script01
and,0.0,0,45,2,6way,train,Ses02F_script01
but,0.2619047619047619,11,43,2,6way,train,Ses02F_script01
and,0.2962962962962963,8,28,2,6way,train,Ses02F_script01
and,0.48148148148148145,13,28,2,6way,train,Ses02F_script01
and,0.8148148148148148,22,28,2,6way,train,Ses02F_script01
i guess,0.8518518518518519,23,28,2,6way,train,Ses02F_script01
and,0.9166666666666666,22,25,-1,6way,train,Ses02F_script01
and,0.07142857142857142,2,29,-1,6way,train,Ses02F_script01
maybe,0.3076923076923077,4,14,-1,6way,train,Ses02F_script01
and,0.36363636363636365,8,23,-1,6way,train,Ses02F_script01
and,0.5454545454545454,12,23,-1,6way,train,Ses02F_script01
and,0.75,12,17,-1,6way,train,Ses02F_script01
though,0.2222222222222222,2,10,-1,6way,train,Ses02F_script01
i guess,0.0,0,4,-1,6way,train,Ses02F_script01
like,0.25,3,13,-1,6way,train,Ses02F_script01
but,0.3684210526315789,7,20,-1,6way,train,Ses02F_script01
so,0.4117647058823529,7,18,-1,6way,train,Ses02F_script01
and,0.7647058823529411,13,18,-1,6way,train,Ses02F_script01
you know,0.0,0,25,-1,6way,train,Ses02F_script01
and,0.2916666666666667,7,25,-1,6way,train,Ses02F_script01
but,0.42105263157894735,8,20,-1,6way,train,Ses02F_script01
and,0.16666666666666666,6,37,0,6way,train,Ses02F_script01
so,0.9032258064516129,28,32,5,6way,train,Ses02F_script01
but,0.22580645161290322,7,32,5,6way,train,Ses02F_script01
but,0.6774193548387096,21,32,5,6way,train,Ses02F_script01
and,0.12903225806451613,4,32,5,6way,train,Ses02F_script01
and,0.8064516129032258,25,32,5,6way,train,Ses02F_script01
so,0.34615384615384615,9,27,-1,6way,train,Ses02F_script01
so,0.6538461538461539,17,27,-1,6way,train,Ses02F_script01
you know,0.4666666666666667,7,16,5,6way,train,Ses02F_script01
but,0.5714285714285714,4,8,2,6way,train,Ses02F_script01
well,0.0,0,6,3,6way,train,Ses02F_script01
you know,0.0,0,7,5,6way,train,Ses02F_script01
so,0.0,0,5,5,6way,train,Ses02F_script01
well,0.0,0,12,-1,6way,train,Ses02F_script01
well,0.0,0,7,0,6way,train,Ses02F_script01
so,0.030303030303030304,1,34,-1,6way,train,Ses02F_script01
you know,0.15151515151515152,5,34,-1,6way,train,Ses02F_script01
and,0.5757575757575758,19,34,-1,6way,train,Ses02F_script01
and,0.5625,9,17,5,6way,train,Ses02F_script01
but,0.43333333333333335,13,31,5,6way,train,Ses02F_script01
you know,0.26666666666666666,8,31,5,6way,train,Ses02F_script01
and,0.0,0,31,5,6way,train,Ses02F_script01
so,0.3333333333333333,11,34,5,6way,train,Ses02F_script01
so,0.6363636363636364,21,34,5,6way,train,Ses02F_script01
but,0.12121212121212122,4,34,5,6way,train,Ses02F_script01
yet,1.0,5,6,3,6way,train,Ses02F_script01
well,0.0,0,17,3,6way,train,Ses02F_script01
you know,0.1875,3,17,3,6way,train,Ses02F_script01
maybe,0.5,8,17,3,6way,train,Ses02F_script01
but,0.29411764705882354,10,35,2,6way,train,Ses02F_script01
well,0.0,0,35,2,6way,train,Ses02F_script01
i think,0.4117647058823529,14,35,2,6way,train,Ses02F_script01
and,0.6470588235294118,22,35,2,6way,train,Ses02F_script01
so,0.0,0,7,-1,6way,train,Ses02F_script01
but,0.25,5,21,5,6way,train,Ses02F_script01
well,0.0,0,21,5,6way,train,Ses02F_script01
i think,0.17647058823529413,3,18,5,6way,train,Ses02F_script01
i think,0.47058823529411764,8,18,5,6way,train,Ses02F_script01
and,0.8,16,21,5,6way,train,Ses02F_script01
so,0.6,3,6,5,6way,train,Ses02F_script01
though,1.0,5,6,5,6way,train,Ses02F_script01
though,0.2222222222222222,6,28,5,6way,train,Ses02F_script01
though,0.2962962962962963,8,28,5,6way,train,Ses02F_script01
and,0.6666666666666666,18,28,5,6way,train,Ses02F_script01
and,0.9259259259259259,25,28,5,6way,train,Ses02F_script01
but,0.0,0,14,-1,6way,train,Ses02F_script01
so,0.6428571428571429,9,15,-1,6way,train,Ses02F_script01
and,0.42857142857142855,6,15,-1,6way,train,Ses02F_script01
maybe,0.8571428571428571,12,15,-1,6way,train,Ses02F_script01
so,0.3076923076923077,4,14,0,6way,train,Ses02F_script01
like,0.07692307692307693,2,27,0,6way,train,Ses02F_script01
so,0.3333333333333333,9,28,-1,6way,train,Ses02F_script01
like,0.8571428571428571,6,8,0,6way,train,Ses02F_script01
well,0.0,0,8,0,6way,train,Ses02F_script01
like,0.22580645161290322,7,32,-1,6way,train,Ses02F_script01
but,0.06451612903225806,2,32,-1,6way,train,Ses02F_script01
so,0.2,1,6,4,6way,train,Ses02F_script02
well,0.0,0,6,4,6way,train,Ses02F_script02
so,0.10526315789473684,2,20,-1,6way,train,Ses02F_script02
so,0.15789473684210525,3,20,-1,6way,train,Ses02F_script02
well,0.0,0,11,3,6way,train,Ses02F_script02
and,0.8837209302325582,38,44,-1,6way,train,Ses02F_script02
so,0.2222222222222222,2,10,-1,6way,train,Ses02F_script02
but,0.3333333333333333,3,10,-1,6way,train,Ses02F_script02
well,0.0,0,10,-1,6way,train,Ses02F_script02
so,0.3333333333333333,5,16,3,6way,train,Ses02F_script02
but,0.6666666666666666,10,16,3,6way,train,Ses02F_script02
well,0.0,0,4,5,6way,train,Ses02F_script02
like,1.0,13,14,0,6way,train,Ses02F_script02
well,0.0,0,6,3,6way,train,Ses02F_script02
like,0.5,6,13,5,6way,train,Ses02F_script02
like,0.10526315789473684,4,39,0,6way,train,Ses02F_script02
and,0.5526315789473685,21,39,0,6way,train,Ses02F_script02
and,0.868421052631579,33,39,0,6way,train,Ses02F_script02
though,0.16666666666666666,1,7,5,6way,train,Ses02F_script02
and,0.8636363636363636,19,23,5,6way,train,Ses02F_script02
but,0.37037037037037035,10,28,5,6way,train,Ses02F_script02
so,0.058823529411764705,1,18,3,6way,train,Ses02F_script02
so,0.6551724137931034,19,30,2,6way,train,Ses02F_script02
but,0.3793103448275862,11,30,2,6way,train,Ses02F_script02
though,0.034482758620689655,1,30,2,6way,train,Ses02F_script02
and,0.8620689655172413,25,30,2,6way,train,Ses02F_script02
so,0.2857142857142857,8,29,2,6way,train,Ses02F_script02
so,0.6428571428571429,18,29,2,6way,train,Ses02F_script02
and,0.0,0,29,2,6way,train,Ses02F_script02
and,0.0,0,22,2,6way,train,Ses02F_script02
like,0.9285714285714286,26,29,3,6way,train,Ses02F_script02
so,0.5714285714285714,16,29,3,6way,train,Ses02F_script02
so,0.8928571428571429,25,29,3,6way,train,Ses02F_script02
and,0.6428571428571429,18,29,3,6way,train,Ses02F_script02
like,0.631578947368421,12,20,3,6way,train,Ses02F_script02
so,0.3076923076923077,4,14,2,6way,train,Ses02F_script02
so,0.9230769230769231,12,14,2,6way,train,Ses02F_script02
so,0.8571428571428571,6,8,3,6way,train,Ses02F_script02
